tgl/bln/thn;suhu ;kelembapan (%);curah hujan(mm);tekanan(kPa);kecepatang angin(m/s)
31/05/2016;26.42;87.17;0.03;99.98;0.41
01/06/2016;26.48;89.34;2.06;100.01;0.25
02/06/2016;26.58;89.59;7.18;99.96;0.54
03/06/2016;26.22;89.03;0.39;100.02;0.74
04/06/2016;25.74;90.35;8.33;100.07;0.36
05/06/2016;26.6;85.16;0.72;100.0;0.59
06/06/2016;26.39;87.01;0.03;100.04;0.54
07/06/2016;26.57;88.79;3.17;100.06;0.66
08/06/2016;26.21;88.5;1.74;100.05;0.46
09/06/2016;25.9;86.77;0.02;100.06;0.53
10/06/2016;26.13;85.95;2.86;100.07;0.29
11/06/2016;25.44;90.92;1.6;100.12;0.82
12/06/2016;25.99;90.79;9.81;100.05;0.36
13/06/2016;26.34;89.1;3.92;99.99;0.64
14/06/2016;26.01;90.39;7.51;99.91;0.6
15/06/2016;25.81;90.07;3.84;99.85;0.86
16/06/2016;25.28;92.57;14.68;99.79;0.94
17/06/2016;25.08;93.34;21.63;99.9;0.83
18/06/2016;25.05;89.4;0.17;99.94;0.62
19/06/2016;25.77;87.36;0.06;99.9;0.66
20/06/2016;25.77;87.0;0.58;99.85;0.87
21/06/2016;26.28;84.22;1.63;99.82;0.34
22/06/2016;25.91;87.29;3.48;99.93;0.49
23/06/2016;26.12;87.32;5.54;99.83;0.87
24/06/2016;26.19;85.99;2.69;99.88;0.44
25/06/2016;25.89;88.53;1.38;99.96;0.42
26/06/2016;25.92;88.52;3.64;99.98;0.38
27/06/2016;25.93;85.3;0.55;99.93;0.57
28/06/2016;26.45;83.64;0.0;99.87;0.4
29/06/2016;26.66;83.44;0.0;99.94;0.64
30/06/2016;26.86;84.81;0.0;99.97;0.48
01/07/2016;26.47;83.96;0.0;99.95;0.47
02/07/2016;25.97;86.82;0.0;100.03;0.66
03/07/2016;26.44;85.2;0.0;100.0;0.56
04/07/2016;26.5;87.3;0.93;99.91;0.71
05/07/2016;26.11;88.02;0.06;99.86;1.13
06/07/2016;26.28;87.23;1.03;99.83;1.01
07/07/2016;26.15;88.11;0.66;99.85;0.95
08/07/2016;26.22;86.29;0.01;99.88;0.93
09/07/2016;26.11;87.84;0.0;99.87;1.15
10/07/2016;26.24;86.99;0.57;99.86;1.05
11/07/2016;26.45;84.48;0.85;99.9;0.28
12/07/2016;26.57;83.98;0.04;99.85;0.71
13/07/2016;25.68;89.98;2.03;99.86;1.03
14/07/2016;25.52;91.79;11.94;99.81;0.8
15/07/2016;25.19;89.92;8.55;99.87;0.25
16/07/2016;25.93;87.75;3.12;99.94;0.66
17/07/2016;25.68;89.85;8.56;99.98;0.19
18/07/2016;25.99;87.83;22.16;99.9;0.43
19/07/2016;26.08;86.49;22.15;99.85;0.59
20/07/2016;24.85;93.01;4.34;99.87;0.71
21/07/2016;24.95;91.05;2.86;99.92;0.6
22/07/2016;24.87;90.96;5.11;99.95;1.23
23/07/2016;24.49;89.97;5.94;99.94;0.47
24/07/2016;25.45;88.65;5.11;99.87;0.76
25/07/2016;25.1;89.02;6.7;99.96;0.45
26/07/2016;25.77;84.92;1.25;99.91;0.26
27/07/2016;25.75;87.18;0.27;99.84;0.44
28/07/2016;25.39;89.41;4.81;99.89;1.02
29/07/2016;25.07;90.02;1.41;99.92;0.8
30/07/2016;25.62;87.97;1.26;99.87;0.67
31/07/2016;25.87;90.27;13.89;99.83;0.49
01/08/2016;26.87;83.1;7.6;99.83;0.62
02/08/2016;25.85;84.44;3.93;99.76;0.94
03/08/2016;25.01;90.2;14.54;99.81;1.12
04/08/2016;24.78;88.91;2.15;99.99;1.19
05/08/2016;25.5;86.46;0.0;100.01;0.8
06/08/2016;26.19;82.07;0.02;99.96;0.71
07/08/2016;26.22;81.72;0.0;99.95;0.43
08/08/2016;26.59;84.56;0.25;99.92;0.57
09/08/2016;25.87;87.6;0.29;99.92;0.79
10/08/2016;26.41;84.13;1.31;99.91;0.45
11/08/2016;26.1;89.24;7.24;99.97;0.93
12/08/2016;26.83;83.15;8.21;99.98;1.13
13/08/2016;25.83;88.85;5.08;99.94;1.15
14/08/2016;25.32;88.56;4.5;99.89;0.8
15/08/2016;26.12;85.05;11.39;99.82;0.74
16/08/2016;26.01;87.72;0.0;99.83;0.33
17/08/2016;25.99;88.53;0.43;99.83;0.52
18/08/2016;26.56;88.69;13.3;99.75;0.35
19/08/2016;26.55;86.98;11.71;99.74;0.6
20/08/2016;26.52;87.89;7.74;99.74;0.69
21/08/2016;24.79;89.14;3.39;99.9;1.02
22/08/2016;26.49;80.78;0.99;99.8;0.41
23/08/2016;26.97;83.52;8.57;99.65;0.8
24/08/2016;26.48;86.03;7.03;99.67;0.63
25/08/2016;26.34;84.92;1.45;99.8;1.16
26/08/2016;26.71;81.83;0.17;99.85;0.49
27/08/2016;26.36;84.6;0.02;99.95;0.52
28/08/2016;26.58;84.01;0.03;99.95;0.55
29/08/2016;25.93;89.29;7.5;99.88;0.73
30/08/2016;25.56;93.64;33.9;99.95;0.82
31/08/2016;25.76;88.67;6.45;100.0;1.12
01/09/2016;25.95;86.33;6.59;100.04;0.97
02/09/2016;26.31;84.67;1.25;99.95;0.42
03/09/2016;27.06;81.64;0.95;99.85;0.61
04/09/2016;26.25;87.85;7.53;99.99;0.59
05/09/2016;25.76;90.49;11.11;100.04;0.27
06/09/2016;24.98;91.92;3.34;100.07;0.81
07/09/2016;25.33;88.71;7.25;100.02;0.75
08/09/2016;25.97;85.18;1.37;100.08;0.82
09/09/2016;26.34;83.63;4.39;100.04;0.44
10/09/2016;26.46;85.93;3.51;99.9;1.04
11/09/2016;26.63;82.99;1.12;99.86;0.67
12/09/2016;26.51;85.43;7.8;99.9;0.52
13/09/2016;26.78;81.57;1.09;99.88;0.56
14/09/2016;26.36;85.7;1.92;99.94;0.47
15/09/2016;26.78;83.89;7.62;99.92;0.8
16/09/2016;26.97;81.03;7.74;99.85;0.48
17/09/2016;26.97;82.99;0.37;99.82;0.47
18/09/2016;24.53;90.47;3.98;99.91;0.9
19/09/2016;24.89;90.18;5.2;99.88;1.31
20/09/2016;25.53;90.1;1.13;99.86;0.66
21/09/2016;25.93;86.56;0.86;99.93;0.6
22/09/2016;26.08;87.07;2.01;99.95;0.67
23/09/2016;26.24;86.52;7.81;99.82;0.36
24/09/2016;26.82;78.84;2.36;99.75;0.97
25/09/2016;27.36;81.15;2.85;99.77;0.92
26/09/2016;26.24;87.26;1.29;99.82;0.77
27/09/2016;26.21;87.74;2.16;99.88;1.46
28/09/2016;26.72;84.61;1.07;99.81;0.93
29/09/2016;25.57;87.46;1.39;99.89;1.16
30/09/2016;26.56;81.54;24.51;99.87;0.94
01/10/2016;25.69;89.32;15.13;99.97;0.92
02/10/2016;26.27;84.94;6.31;100.0;0.75
03/10/2016;26.44;84.4;2.01;99.92;0.67
04/10/2016;26.64;84.03;0.34;99.79;0.3
05/10/2016;24.78;91.59;2.52;99.87;0.83
06/10/2016;25.64;83.13;1.84;99.95;0.73
07/10/2016;25.35;88.32;5.1;100.06;0.26
08/10/2016;25.47;88.67;1.98;100.1;0.68
09/10/2016;26.54;84.94;5.93;100.01;0.59
10/10/2016;26.86;86.27;3.71;99.88;1.03
11/10/2016;27.01;85.7;1.66;99.81;0.84
12/10/2016;26.66;85.4;16.68;99.79;0.89
13/10/2016;26.13;88.94;29.35;99.8;0.86
14/10/2016;26.04;83.03;11.82;99.84;0.64
15/10/2016;26.59;83.33;3.04;99.76;0.52
16/10/2016;26.97;83.54;7.04;99.8;0.48
17/10/2016;26.26;84.61;1.06;99.81;1.41
18/10/2016;27.54;80.32;1.5;99.7;0.57
19/10/2016;26.27;88.64;2.91;99.7;0.37
20/10/2016;26.57;84.87;0.28;99.71;0.69
21/10/2016;25.98;87.99;1.05;99.78;0.57
22/10/2016;25.55;90.57;9.72;99.89;0.48
23/10/2016;25.74;87.25;8.67;99.93;1.02
24/10/2016;26.4;85.33;0.4;99.81;0.85
25/10/2016;25.8;89.6;3.2;99.79;1.09
26/10/2016;26.02;86.78;4.52;99.9;0.88
27/10/2016;25.93;89.1;5.66;99.98;0.34
28/10/2016;25.97;87.9;3.88;99.95;0.83
29/10/2016;25.02;91.73;9.6;99.91;0.36
30/10/2016;25.77;87.53;10.38;99.94;0.54
31/10/2016;25.82;88.32;12.83;99.93;0.34
01/11/2016;25.7;87.32;8.55;99.92;0.51
02/11/2016;26.02;85.34;15.67;99.9;0.28
03/11/2016;26.14;87.8;11.44;99.9;0.32
04/11/2016;25.96;87.4;18.1;99.88;0.63
05/11/2016;25.13;90.97;18.17;99.95;0.99
06/11/2016;26.62;84.83;2.76;99.96;0.61
07/11/2016;26.3;89.84;4.2;100.02;0.5
08/11/2016;26.58;86.49;4.55;100.0;0.47
09/11/2016;26.48;88.91;3.25;100.0;0.75
10/11/2016;25.63;89.52;12.1;100.03;0.47
11/11/2016;25.57;88.1;17.81;99.99;0.63
12/11/2016;25.95;88.04;16.67;99.97;0.46
13/11/2016;26.52;86.11;6.81;99.94;0.49
14/11/2016;25.66;89.34;3.25;99.93;0.65
15/11/2016;25.75;89.74;34.33;99.88;0.49
16/11/2016;25.72;89.86;15.85;99.88;0.51
17/11/2016;26.18;88.37;4.51;99.79;0.81
18/11/2016;25.9;89.14;2.05;99.7;0.48
19/11/2016;26.18;89.93;4.36;99.64;0.54
20/11/2016;25.78;90.75;34.59;99.72;0.9
21/11/2016;25.67;89.63;15.18;99.8;0.39
22/11/2016;25.96;87.38;0.77;99.78;0.55
23/11/2016;25.16;91.88;5.77;99.8;0.86
24/11/2016;26.19;87.86;5.7;99.71;0.59
25/11/2016;26.45;88.68;6.96;99.68;0.75
26/11/2016;27.05;87.34;6.92;99.68;0.69
27/11/2016;26.24;91.45;2.91;99.74;1.23
28/11/2016;25.93;90.59;4.96;99.84;1.37
29/11/2016;25.21;91.42;2.25;99.98;0.7
30/11/2016;25.53;91.47;15.25;99.99;0.94
01/12/2016;25.1;91.35;11.2;99.99;0.69
02/12/2016;26.15;87.01;12.9;99.9;0.94
03/12/2016;27.06;81.33;8.63;99.89;0.77
04/12/2016;25.82;84.93;8.03;99.98;1.07
05/12/2016;26.12;81.75;5.03;99.86;1.23
06/12/2016;26.6;82.63;2.56;99.8;0.58
07/12/2016;25.14;92.33;5.37;99.82;1.13
08/12/2016;25.86;88.67;4.11;99.75;0.87
09/12/2016;25.9;85.96;1.34;99.74;0.76
10/12/2016;26.28;86.69;8.8;99.8;0.78
11/12/2016;25.05;90.24;3.81;99.91;0.91
12/12/2016;25.84;85.5;0.12;99.86;1.04
13/12/2016;25.98;85.86;0.0;99.88;1.04
14/12/2016;25.98;87.02;0.25;99.88;1.22
15/12/2016;26.09;88.24;7.44;99.89;0.88
16/12/2016;26.77;86.94;5.01;99.87;0.87
17/12/2016;26.25;88.6;2.12;99.93;0.69
18/12/2016;26.12;88.7;8.35;99.92;0.99
19/12/2016;25.76;88.11;0.49;99.86;1.03
20/12/2016;25.85;86.15;0.23;99.84;0.99
21/12/2016;25.77;87.99;0.66;99.85;1.05
22/12/2016;26.09;87.65;3.3;99.83;0.92
23/12/2016;26.4;85.9;5.32;99.76;0.65
24/12/2016;25.99;89.32;1.81;99.77;0.8
25/12/2016;25.58;89.89;7.71;99.83;1.08
26/12/2016;25.93;87.78;2.75;99.81;1.07
27/12/2016;25.37;90.37;0.96;99.85;0.71
28/12/2016;24.82;92.23;6.09;99.92;1.31
29/12/2016;25.36;88.91;0.2;99.92;1.36
30/12/2016;25.46;89.07;0.63;99.88;0.94
31/12/2016;26.09;87.23;0.05;99.77;0.96
01/01/2017;26.03;87.48;0.84;99.73;1.22
02/01/2017;24.98;92.19;3.64;99.82;1.25
03/01/2017;25.62;89.88;10.89;99.75;1.14
04/01/2017;26.09;88.21;7.39;99.69;1.05
05/01/2017;25.21;88.86;4.87;99.71;0.98
06/01/2017;26.14;84.75;9.38;99.65;0.83
07/01/2017;26.82;81.01;0.79;99.58;0.77
08/01/2017;26.45;83.2;0.86;99.56;0.7
09/01/2017;25.91;86.68;0.34;99.63;0.98
10/01/2017;25.77;87.72;0.17;99.71;0.9
11/01/2017;25.99;88.51;4.04;99.76;1.06
12/01/2017;26.1;84.61;0.94;99.76;0.97
13/01/2017;26.43;81.22;7.05;99.76;0.33
14/01/2017;26.0;84.48;1.91;99.83;0.59
15/01/2017;26.36;85.18;17.76;99.88;0.74
16/01/2017;25.82;86.98;6.42;99.83;1.05
17/01/2017;26.4;81.23;0.06;99.88;0.5
18/01/2017;26.29;83.36;8.08;100.0;0.46
19/01/2017;24.91;92.79;25.09;99.96;0.5
20/01/2017;25.0;82.8;8.41;99.94;0.71
21/01/2017;25.69;85.94;0.07;100.02;0.64
22/01/2017;24.64;93.25;16.27;100.12;1.26
23/01/2017;24.68;90.45;9.38;100.06;0.98
24/01/2017;24.78;87.01;0.54;100.05;1.34
25/01/2017;25.08;85.94;0.71;100.12;0.8
26/01/2017;24.95;90.8;1.18;100.09;1.15
27/01/2017;24.64;92.36;12.03;100.0;1.18
28/01/2017;24.49;92.66;6.26;100.0;1.0
29/01/2017;24.12;94.07;1.02;100.06;0.55
30/01/2017;25.84;86.9;1.12;99.92;0.95
31/01/2017;24.94;91.5;3.89;99.92;1.27
01/02/2017;24.57;91.57;16.83;100.02;0.42
02/02/2017;25.77;81.92;0.5;100.06;0.74
03/02/2017;25.74;83.54;0.18;99.95;0.7
04/02/2017;26.82;81.66;0.38;99.84;0.71
05/02/2017;26.92;82.84;0.59;99.81;0.48
06/02/2017;26.09;87.14;3.11;99.82;1.41
07/02/2017;25.62;87.19;1.83;99.88;1.2
08/02/2017;26.14;86.66;1.19;99.88;0.96
09/02/2017;25.86;87.78;1.67;99.88;1.25
10/02/2017;26.29;89.01;11.56;99.85;1.18
11/02/2017;25.76;89.36;10.83;100.01;1.57
12/02/2017;25.69;87.92;2.88;100.09;2.09
13/02/2017;25.18;91.74;12.73;100.19;1.53
14/02/2017;25.25;91.91;23.61;100.23;1.46
15/02/2017;25.36;89.98;8.38;100.18;1.14
16/02/2017;25.08;89.38;1.47;100.11;1.19
17/02/2017;25.79;87.14;4.85;100.04;1.04
18/02/2017;25.89;88.62;1.99;100.07;0.94
19/02/2017;26.32;87.47;0.58;99.95;0.98
20/02/2017;25.84;91.68;12.02;99.81;1.22
21/02/2017;24.96;96.63;37.1;99.95;1.29
22/02/2017;24.82;90.52;5.97;100.02;1.02
23/02/2017;26.05;85.87;21.6;100.01;0.69
24/02/2017;25.46;90.33;13.76;100.06;0.69
25/02/2017;26.16;87.89;3.27;99.93;0.58
26/02/2017;25.67;91.98;6.23;99.75;0.82
27/02/2017;25.8;92.12;4.87;99.77;0.67
28/02/2017;25.95;89.82;7.7;99.84;1.06
01/03/2017;24.95;92.12;5.56;99.91;0.96
02/03/2017;25.17;90.84;3.81;99.84;0.85
03/03/2017;24.55;92.23;20.2;99.78;1.18
04/03/2017;25.23;90.53;18.83;99.78;0.52
05/03/2017;24.84;94.26;5.05;99.77;1.29
06/03/2017;25.67;91.4;19.4;99.74;0.64
07/03/2017;25.51;92.96;6.41;99.78;0.78
08/03/2017;25.61;89.67;0.74;99.82;0.66
09/03/2017;25.73;89.06;1.71;99.76;0.48
10/03/2017;26.32;86.99;0.52;99.77;0.72
11/03/2017;25.47;90.84;3.97;99.88;0.94
12/03/2017;25.23;85.19;0.71;99.98;0.67
13/03/2017;25.77;85.16;4.98;99.98;0.55
14/03/2017;26.18;85.81;7.95;100.05;0.53
15/03/2017;26.92;80.59;1.4;99.9;0.4
16/03/2017;25.64;91.82;3.7;99.82;0.48
17/03/2017;26.39;86.45;7.08;99.83;0.55
18/03/2017;25.75;89.47;22.91;100.05;1.4
19/03/2017;26.25;88.46;5.96;100.01;0.43
20/03/2017;25.12;89.28;8.71;100.1;1.16
21/03/2017;25.98;86.04;0.01;99.94;1.51
22/03/2017;25.7;90.74;2.76;99.9;0.76
23/03/2017;26.53;88.53;2.1;99.87;0.41
24/03/2017;26.64;86.93;0.91;99.95;0.69
25/03/2017;26.52;85.03;1.31;99.97;0.55
26/03/2017;26.58;87.58;3.84;99.98;0.65
27/03/2017;25.76;93.66;15.03;100.0;0.77
28/03/2017;26.19;89.53;3.42;100.04;0.78
29/03/2017;25.46;86.1;2.91;100.09;0.73
30/03/2017;24.74;92.73;13.16;100.15;0.79
31/03/2017;26.2;85.04;4.97;100.07;0.37
01/04/2017;26.35;88.11;30.62;99.97;0.44
02/04/2017;25.53;90.31;11.27;100.04;0.49
03/04/2017;25.79;88.06;11.63;100.06;0.5
04/04/2017;26.59;84.2;7.1;99.98;0.57
05/04/2017;26.51;86.89;11.18;99.85;0.57
06/04/2017;26.31;87.36;3.24;99.79;0.3
07/04/2017;26.17;87.6;1.87;99.83;0.51
08/04/2017;26.45;87.49;1.32;99.86;0.34
09/04/2017;26.11;89.98;17.77;99.84;0.76
10/04/2017;25.92;89.89;7.59;99.82;0.97
11/04/2017;26.3;88.49;1.45;99.78;0.79
12/04/2017;26.39;90.78;18.39;99.8;0.47
13/04/2017;24.91;94.0;24.85;99.98;0.34
14/04/2017;26.39;87.98;4.04;99.89;0.84
15/04/2017;26.61;88.08;14.1;99.84;0.82
16/04/2017;25.23;91.87;10.13;99.93;1.16
17/04/2017;26.1;86.59;2.36;99.92;0.62
18/04/2017;26.09;88.14;6.02;99.96;0.71
19/04/2017;26.12;89.65;4.13;99.99;0.8
20/04/2017;26.55;87.55;2.35;99.96;0.63
21/04/2017;26.52;87.11;3.98;99.99;0.49
22/04/2017;25.53;89.6;2.83;100.03;0.73
23/04/2017;26.29;87.43;5.94;99.97;0.55
24/04/2017;25.76;91.85;11.44;99.95;0.57
25/04/2017;25.97;90.92;19.61;99.94;0.63
26/04/2017;26.33;88.3;24.88;99.95;0.37
27/04/2017;25.73;90.98;15.48;100.03;0.55
28/04/2017;25.47;89.78;13.39;100.06;0.49
29/04/2017;25.95;87.08;6.89;100.03;0.37
30/04/2017;26.27;88.61;17.38;100.0;0.42
01/05/2017;26.65;88.08;1.55;99.96;0.78
02/05/2017;25.62;93.41;15.18;100.01;0.45
03/05/2017;25.73;91.68;6.14;99.96;0.39
04/05/2017;26.66;88.58;21.19;99.96;0.46
05/05/2017;25.78;94.56;18.96;100.03;0.69
06/05/2017;26.06;92.69;16.01;100.08;0.3
07/05/2017;27.1;83.1;1.72;100.0;0.36
08/05/2017;26.86;86.4;5.98;99.88;0.27
09/05/2017;26.69;89.52;3.68;99.79;1.08
10/05/2017;25.67;94.72;29.01;99.86;0.8
11/05/2017;25.86;91.32;0.21;99.89;0.66
12/05/2017;26.13;91.16;2.74;99.82;0.46
13/05/2017;26.97;88.17;4.89;99.76;0.58
14/05/2017;26.53;91.45;3.82;99.73;0.78
15/05/2017;26.19;92.08;18.55;99.74;0.96
16/05/2017;26.51;92.12;12.17;99.72;0.92
17/05/2017;26.67;91.87;2.47;99.69;1.05
18/05/2017;26.72;91.43;2.57;99.79;1.2
19/05/2017;26.32;91.28;10.13;99.85;0.93
20/05/2017;26.26;89.75;7.89;99.73;0.88
21/05/2017;26.84;88.22;8.21;99.65;0.7
22/05/2017;25.93;94.6;22.3;99.78;0.32
23/05/2017;26.29;89.31;6.41;99.81;0.46
24/05/2017;26.47;89.53;0.1;99.79;0.93
25/05/2017;26.36;91.27;0.33;99.77;1.04
26/05/2017;26.3;91.29;0.47;99.78;1.56
27/05/2017;26.12;93.34;18.61;99.72;1.02
28/05/2017;25.57;94.94;15.42;99.76;0.88
29/05/2017;26.19;91.67;2.65;99.76;0.94
30/05/2017;26.24;92.22;2.87;99.84;0.88
31/05/2017;26.4;90.18;30.85;99.94;0.73
01/06/2017;25.87;85.1;9.34;99.97;0.44
02/06/2017;25.33;86.78;0.0;100.02;1.01
03/06/2017;26.69;84.72;0.0;99.98;0.65
04/06/2017;26.28;89.14;0.0;99.94;0.86
05/06/2017;26.86;85.35;0.0;99.91;1.11
06/06/2017;26.65;86.08;3.63;99.9;0.43
07/06/2017;26.57;88.26;0.77;99.87;0.47
08/06/2017;26.46;89.41;0.54;99.84;1.01
09/06/2017;26.22;90.6;0.21;99.85;1.08
10/06/2017;25.38;93.41;8.02;99.97;0.77
11/06/2017;26.0;82.27;3.49;99.97;0.54
12/06/2017;25.66;88.94;4.89;99.97;0.4
13/06/2017;25.64;92.45;16.05;99.99;0.98
14/06/2017;25.83;90.14;10.34;100.05;0.84
15/06/2017;26.25;90.53;2.59;99.94;0.82
16/06/2017;26.44;89.71;1.02;99.87;0.67
17/06/2017;25.98;92.13;3.15;99.81;0.82
18/06/2017;25.23;94.6;27.41;99.89;0.51
19/06/2017;25.4;87.37;1.46;99.86;0.9
20/06/2017;25.69;88.13;1.52;99.87;0.61
21/06/2017;25.38;89.12;0.73;99.93;0.69
22/06/2017;25.49;90.53;0.78;99.93;1.05
23/06/2017;25.05;92.87;6.54;99.88;0.55
24/06/2017;24.92;92.79;3.05;99.83;0.59
25/06/2017;25.43;90.11;0.27;99.82;0.5
26/06/2017;25.67;89.34;0.51;99.92;0.62
27/06/2017;25.91;89.41;7.98;99.95;0.34
28/06/2017;25.62;91.43;4.31;99.93;0.56
29/06/2017;25.84;89.85;8.48;99.91;0.72
30/06/2017;25.56;88.59;2.59;99.86;0.67
01/07/2017;25.42;88.19;3.85;99.86;0.67
02/07/2017;25.65;90.21;3.91;99.87;0.85
03/07/2017;24.94;94.07;11.31;99.94;0.56
04/07/2017;25.09;92.21;5.44;99.94;1.08
05/07/2017;25.46;91.53;29.19;100.04;0.97
06/07/2017;24.67;91.75;3.16;100.02;0.94
07/07/2017;25.09;88.29;1.82;99.98;0.66
08/07/2017;25.08;90.47;6.39;99.98;0.58
09/07/2017;25.64;91.34;11.27;100.01;0.63
10/07/2017;25.62;89.97;1.92;99.97;0.62
11/07/2017;25.46;87.58;8.2;99.99;0.48
12/07/2017;25.07;90.21;14.61;100.06;0.55
13/07/2017;25.21;90.88;2.06;100.0;0.82
14/07/2017;24.84;93.16;6.63;100.01;0.49
15/07/2017;24.19;90.63;3.1;100.04;0.62
16/07/2017;24.76;89.02;0.5;99.88;0.83
17/07/2017;25.63;84.76;0.12;99.88;0.69
18/07/2017;24.98;89.92;0.19;100.07;1.35
19/07/2017;25.67;86.95;0.19;99.98;0.95
20/07/2017;25.97;86.78;0.55;99.93;0.79
21/07/2017;25.56;88.61;0.05;99.98;1.01
22/07/2017;25.37;89.5;2.38;100.0;0.95
23/07/2017;26.19;88.19;0.86;99.93;0.74
24/07/2017;26.14;89.43;0.01;99.82;1.24
25/07/2017;26.12;89.89;9.29;99.76;1.3
26/07/2017;25.3;93.32;7.47;99.75;1.2
27/07/2017;25.71;88.15;0.24;99.86;1.23
28/07/2017;25.78;89.96;3.56;100.0;0.97
29/07/2017;25.42;91.25;5.16;99.96;0.69
30/07/2017;25.85;90.52;2.0;99.85;1.15
31/07/2017;26.35;87.77;0.38;99.91;1.02
01/08/2017;26.12;89.82;1.78;99.98;0.97
02/08/2017;25.55;87.93;0.69;99.99;1.55
03/08/2017;24.63;85.79;0.24;99.96;1.3
04/08/2017;25.32;86.25;0.11;99.85;1.24
05/08/2017;26.05;87.32;0.58;99.81;1.64
06/08/2017;25.81;90.48;5.09;99.87;1.07
07/08/2017;25.31;92.8;13.18;99.91;0.63
08/08/2017;25.44;91.47;2.22;100.01;1.15
09/08/2017;25.91;85.85;5.51;100.05;1.2
10/08/2017;25.6;90.0;7.43;99.93;0.55
11/08/2017;26.05;88.68;8.43;99.93;0.52
12/08/2017;25.41;90.91;13.95;99.97;0.51
13/08/2017;25.31;88.86;2.43;100.04;0.6
14/08/2017;26.0;87.08;0.46;100.0;0.49
15/08/2017;25.89;87.65;1.79;99.95;0.7
16/08/2017;26.33;84.72;1.49;99.79;0.35
17/08/2017;25.01;93.99;8.3;99.75;1.42
18/08/2017;25.44;91.49;2.96;99.84;0.95
19/08/2017;25.19;91.19;0.98;99.9;1.24
20/08/2017;25.82;90.18;13.58;99.82;1.21
21/08/2017;25.64;90.32;11.67;99.77;1.04
22/08/2017;25.32;88.89;26.11;99.83;0.99
23/08/2017;25.31;88.6;0.91;99.82;1.18
24/08/2017;25.36;88.74;0.33;99.85;1.45
25/08/2017;24.96;91.55;0.35;99.82;1.22
26/08/2017;25.51;90.13;0.34;99.71;1.42
27/08/2017;25.67;88.34;0.1;99.72;1.64
28/08/2017;25.66;86.64;1.09;99.79;1.33
29/08/2017;24.91;89.45;1.61;99.89;0.82
30/08/2017;25.29;87.3;0.14;99.94;0.71
31/08/2017;26.22;88.57;0.8;99.91;1.19
01/09/2017;26.39;87.1;0.34;99.93;1.22
02/09/2017;26.28;87.16;0.27;99.84;1.0
03/09/2017;26.25;86.68;2.2;99.88;1.46
04/09/2017;25.84;88.84;1.98;99.9;0.91
05/09/2017;25.95;88.32;4.92;99.88;1.61
06/09/2017;26.35;87.63;4.59;99.85;1.0
07/09/2017;26.11;87.83;4.72;99.84;1.18
08/09/2017;26.05;91.05;23.32;99.87;1.44
09/09/2017;26.08;87.45;6.16;99.87;1.02
10/09/2017;26.72;83.97;3.57;99.88;0.65
11/09/2017;26.3;83.49;5.02;99.94;0.66
12/09/2017;26.33;85.36;0.18;99.93;0.78
13/09/2017;26.79;83.22;0.59;99.9;0.97
14/09/2017;26.56;85.15;0.41;99.8;1.22
15/09/2017;26.17;88.56;8.44;99.82;0.39
16/09/2017;26.08;87.28;2.55;99.95;1.31
17/09/2017;25.02;92.3;2.59;100.09;1.54
18/09/2017;25.65;89.14;19.81;100.11;0.85
19/09/2017;26.13;88.43;7.44;100.02;1.12
20/09/2017;25.82;89.41;18.87;99.92;0.88
21/09/2017;25.79;83.56;0.64;99.89;1.01
22/09/2017;26.35;83.63;0.21;99.9;0.82
23/09/2017;24.76;89.91;11.34;100.06;1.15
24/09/2017;25.26;87.22;3.55;99.93;1.01
25/09/2017;25.99;88.66;3.01;99.81;0.55
26/09/2017;26.22;90.78;17.47;99.84;1.33
27/09/2017;25.94;86.53;1.7;99.96;0.69
28/09/2017;26.31;87.78;19.55;99.88;0.54
29/09/2017;26.6;87.51;24.8;99.92;0.31
30/09/2017;25.61;87.67;14.19;100.02;0.71
01/10/2017;25.76;88.85;2.42;99.96;0.79
02/10/2017;26.65;86.64;1.3;99.83;0.39
03/10/2017;26.03;87.93;26.43;99.88;0.64
04/10/2017;25.12;87.12;18.61;99.96;0.25
05/10/2017;25.92;87.59;4.05;99.83;0.95
06/10/2017;26.25;89.04;5.54;99.82;0.9
07/10/2017;26.73;86.59;65.14;99.72;0.69
08/10/2017;26.27;89.01;21.2;99.69;0.96
09/10/2017;26.69;86.8;12.77;99.61;0.97
10/10/2017;26.28;88.05;7.19;99.62;0.68
11/10/2017;25.31;90.66;6.42;99.72;0.71
12/10/2017;26.37;87.35;30.59;99.76;0.36
13/10/2017;25.38;85.62;0.84;99.84;1.2
14/10/2017;26.61;80.44;0.02;99.74;0.56
15/10/2017;26.87;82.79;5.16;99.77;0.4
16/10/2017;26.35;84.11;7.16;99.9;0.46
17/10/2017;27.25;77.24;0.03;99.83;0.75
18/10/2017;27.25;80.26;0.08;99.89;0.76
19/10/2017;27.11;83.37;0.09;99.97;0.51
20/10/2017;26.9;86.06;3.34;100.06;0.56
21/10/2017;26.72;87.65;8.65;100.09;0.5
22/10/2017;26.88;83.77;4.44;100.01;0.59
23/10/2017;27.41;82.16;3.75;100.0;0.53
24/10/2017;27.33;80.48;2.22;100.06;0.47
25/10/2017;26.55;86.47;0.56;100.09;0.58
26/10/2017;26.7;87.25;0.48;100.04;0.73
27/10/2017;25.48;91.33;0.59;99.95;0.52
28/10/2017;26.17;88.84;5.88;99.89;0.31
